Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"431.102,137.483,0.777391","474.221,162.346,0.680385","468.961,159.668,0.516072","440.24,204.038,0.351942","423.244,181.901,0.32511","478.118,170.106,0.680465","491.157,247.154,0.667128","437.655,254.953,0.641292","487.242,291.476,0.553852","496.394,288.893,0.442583","488.519,380.185,0.740981","526.395,450.683,0.663101","480.72,294.107,0.546536","420.649,382.836,0.715504","420.688,476.815,0.650763","424.641,128.366,0.152173","433.711,125.79,0.817933","0,0,0","457.207,117.924,0.842439","412.846,476.843,0.102124","416.765,476.85,0.121203","421.946,476.828,0.410152","525.071,476.797,0.182418","527.668,476.792,0.175931","536.787,455.9,0.557544",
"441.529,127.089,0.842475","484.566,149.267,0.581889","474.173,149.248,0.451629","0,0,0","0,0,0","491.145,149.262,0.734717","506.848,224.953,0.78772","453.323,181.887,0.534588","495.045,291.488,0.548092","495.069,292.782,0.371121","499.005,389.368,0.775833","535.529,463.731,0.723777","493.742,292.794,0.521029","425.891,381.573,0.731553","419.381,476.816,0.57115","437.636,119.244,0.172072","444.19,119.174,0.89188","0,0,0","467.665,110.073,0.886204","408.93,476.82,0.0979258","412.818,476.845,0.13951","416.764,476.829,0.375999","539.424,476.802,0.2362","538.126,476.813,0.254171","539.416,466.389,0.595672",
"442.822,128.362,0.86942","483.283,150.515,0.733099","471.572,149.282,0.595942","463.736,214.509,0.661408","444.166,184.484,0.597824","492.468,149.276,0.770173","513.309,224.965,0.829877","464.998,191.002,0.681887","495.07,292.815,0.574716","498.972,294.118,0.421008","501.555,389.346,0.750095","535.524,463.735,0.725002","491.13,294.104,0.510188","423.319,381.573,0.785503","419.362,476.823,0.463663","441.527,119.215,0.13568","444.204,119.18,0.906123","0,0,0","467.691,108.85,0.903727","406.341,476.829,0.0800039","0,0,0","416.761,476.832,0.298654","543.331,476.796,0.261718","0,0,0","539.405,466.407,0.578517",
"442.864,124.468,0.882428","484.576,146.624,0.712499","474.161,144.059,0.602159","465.065,217.103,0.676839","448.06,181.915,0.585828","494.999,145.365,0.76968","512.008,223.663,0.841764","465.044,184.511,0.721673","496.393,290.194,0.562105","502.882,291.495,0.40687","501.559,388.067,0.719303","535.513,463.742,0.720335","493.744,291.478,0.511019","427.213,381.524,0.728302","418.07,476.812,0.583451","442.817,116.621,0.128658","444.238,115.348,0.865984","0,0,0","468.948,107.508,0.861173","408.935,476.833,0.0827372","412.838,476.85,0.115999","414.194,476.826,0.400202","544.642,476.795,0.261797","539.421,476.813,0.280364","539.412,467.67,0.562146",
"442.829,121.9,0.897993","484.603,142.778,0.753722","474.215,144.037,0.684443","463.782,214.463,0.803106","445.501,180.597,0.692738","494.996,142.714,0.79439","508.107,222.308,0.838131","465.023,183.162,0.786897","496.356,287.601,0.584509","500.262,288.882,0.413184","500.282,384.142,0.715272","535.514,463.722,0.715447","495.021,288.871,0.535894","431.141,380.2,0.745287","415.446,476.824,0.537379","441.557,116.599,0.0951663","444.166,112.713,0.888668","0,0,0","467.678,103.614,0.837351","405.029,476.845,0.0722928","0,0,0","412.9,476.835,0.321008","542.039,476.8,0.248065","539.431,476.81,0.270292","538.149,466.401,0.574534",
"441.573,121.86,0.899453","483.281,142.711,0.760537","472.837,142.723,0.667051","461.143,213.146,0.725748","442.861,176.663,0.60237","493.715,141.477,0.788245","504.205,221.008,0.826558","463.689,183.196,0.765528","495.096,286.301,0.600543","496.355,287.581,0.429711","498.98,382.869,0.724252","536.756,465.01,0.721353","495.039,287.577,0.559107","432.473,378.909,0.72276","414.192,476.821,0.613248","440.241,116.592,0.127117","444.118,111.46,0.911816","0,0,0","466.33,102.3,0.876584","405.01,476.847,0.0828381","0,0,0","412.904,476.833,0.367187","544.648,476.796,0.24919","540.727,476.813,0.269488","539.43,468.966,0.550722",
"440.243,120.552,0.870512","483.276,141.478,0.742655","470.279,141.488,0.629467","462.442,213.162,0.600767","444.118,181.857,0.627045","493.749,141.461,0.77364","498.957,223.682,0.792288","455.895,179.267,0.672242","496.326,284.969,0.597525","496.369,286.247,0.414653","498.995,388.031,0.71362","534.208,461.113,0.681553","495.038,286.257,0.548936","432.474,380.239,0.734985","415.489,476.817,0.539743","435.046,111.439,0.164739","442.909,111.392,0.912336","0,0,0","465.097,104.912,0.874714","407.628,476.836,0.0827299","411.554,476.851,0.116302","414.177,476.831,0.321281","544.655,476.789,0.280673","0,0,0","538.147,465.045,0.570337",
"438.934,124.443,0.820275","480.712,144.059,0.728724","471.559,144.065,0.648265","455.904,213.23,0.786844","440.225,176.651,0.563894","491.125,142.777,0.757842","496.395,223.594,0.871736","454.563,180.586,0.756994","495.005,288.873,0.575776","495.049,288.896,0.41743","498.959,389.35,0.736109","536.791,466.331,0.759479","492.43,290.185,0.535042","432.411,381.546,0.749902","414.199,476.825,0.5643","435.041,117.91,0.11705","442.823,114.048,0.89463","0,0,0","465.011,103.596,0.909423","403.704,476.846,0.084792","0,0,0","414.143,476.837,0.323836","544.65,476.8,0.239686","542.043,476.817,0.26406","539.456,476.8,0.60036",
"433.724,128.366,0.894305","479.406,147.972,0.636826","474.16,145.358,0.554014","458.529,217.109,0.337093","444.19,193.632,0.327557","485.932,149.268,0.839074","492.42,226.231,0.803494","450.667,189.701,0.695943","495.003,292.8,0.565097","501.575,292.784,0.415194","496.35,390.674,0.811576","536.834,468.983,0.778799","485.97,295.412,0.56776","425.924,388.035,0.689649","412.853,476.824,0.644965","432.395,119.218,0.127014","437.621,117.961,0.871054","0,0,0","462.428,108.765,0.914152","402.421,476.832,0.116175","0,0,0","412.833,476.836,0.384082","542.035,476.814,0.202761","545.944,476.816,0.235952","539.445,476.813,0.631287",
"406.301,121.906,0.828931","455.94,144.072,0.708258","470.274,142.722,0.646594","455.921,205.374,0.108464","0,0,0","444.207,147.967,0.777196","424.645,224.958,0.829361","393.262,181.856,0.792395","475.503,291.487,0.557712","492.433,287.579,0.494004","495.003,394.576,0.777925","529.024,476.803,0.714069","462.449,295.398,0.554265","402.428,390.628,0.743395","403.742,476.828,0.487882","0,0,0","410.191,112.726,0.839044","0,0,0","431.143,108.764,0.920695","394.573,476.844,0.0836403","0,0,0","405.018,476.839,0.274395","528.985,476.84,0.122392","535.522,476.834,0.132106","532.907,476.824,0.481797",
"355.417,95.7291,0.733506","339.775,125.751,0.681495","317.55,120.596,0.661749","307.116,161,0.530563","325.437,132.314,0.469692","367.177,129.63,0.571101","371.061,172.721,0.0638316","0,0,0","338.472,223.619,0.655014","320.192,223.601,0.620087","317.584,304.523,0.775816","307.196,380.241,0.805933","355.451,223.641,0.593399","359.367,299.334,0.80926","350.221,369.731,0.854825","350.156,87.8975,0.881935","359.279,87.9385,0.546168","333.259,86.6408,0.780375","0,0,0","369.786,380.272,0.715625","369.794,377.61,0.700429","346.262,372.448,0.722262","313.665,399.751,0.72085","305.815,395.896,0.683816","307.181,384.133,0.581739",
"355.408,95.7545,0.758547","339.74,124.481,0.76165","317.528,120.583,0.749142","307.108,161.018,0.749991","327.957,133.596,0.677608","364.553,129.647,0.696257","386.733,160.987,0.121919","0,0,0","338.427,223.607,0.662408","320.182,222.349,0.636654","317.587,304.56,0.795716","307.178,380.236,0.803985","352.824,223.629,0.618458","359.352,299.313,0.812073","350.211,369.734,0.861621","350.155,87.9132,0.898251","359.282,87.9604,0.573056","333.246,86.6447,0.787036","0,0,0","369.741,380.259,0.713422","369.759,377.605,0.724257","345.002,373.69,0.728408","313.673,399.754,0.744684","305.817,395.907,0.699019","307.16,384.131,0.57646",
"355.407,95.7603,0.763684","339.731,125.762,0.76939","317.533,120.613,0.747548","307.097,161.001,0.750304","327.974,132.307,0.683136","363.244,129.633,0.730833","389.361,159.704,0.224316","0,0,0","338.437,223.614,0.673654","320.199,223.597,0.641985","317.582,304.553,0.794548","307.176,380.247,0.799591","352.827,223.634,0.624263","359.362,299.305,0.812303","350.215,369.725,0.858447","350.156,87.9167,0.905492","359.273,87.9644,0.584904","333.257,87.8606,0.797323","0,0,0","369.732,380.225,0.730172","369.762,376.313,0.714389","346.269,372.448,0.739255","313.672,399.769,0.742436","305.817,397.176,0.689842","307.157,384.147,0.576069",
"355.429,95.7327,0.768841","338.48,121.864,0.803385","316.284,120.502,0.781521","307.136,160.973,0.7902","328.004,132.298,0.697663","361.942,127.064,0.728906","394.572,157.084,0.270686","0,0,0","337.131,221.044,0.63816","318.935,221.029,0.635104","317.586,305.813,0.792369","307.187,380.265,0.801659","350.242,222.328,0.642192","359.364,298.047,0.8165","350.221,368.505,0.851858","350.168,87.9084,0.910031","359.281,87.9562,0.57978","334.531,86.6412,0.804411","0,0,0","368.491,380.221,0.725657","369.751,376.307,0.707962","346.275,372.439,0.743162","313.672,399.776,0.748068","305.82,397.186,0.697453","307.163,384.17,0.576983",
"355.456,94.4562,0.754004","338.433,128.384,0.775551","316.248,123.161,0.663047","307.153,160.981,0.541866","329.336,128.353,0.487619","360.671,130.94,0.773961","398.495,153.183,0.345323","0,0,0","331.979,222.348,0.661981","317.631,222.339,0.669329","317.554,304.547,0.76008","307.203,381.493,0.800695","348.912,223.597,0.687443","359.375,299.311,0.829052","350.219,369.741,0.851209","350.181,87.8871,0.876237","359.291,87.9182,0.544637","335.849,87.8599,0.773777","0,0,0","369.766,380.229,0.697635","369.76,376.326,0.677243","346.274,373.707,0.723998","313.664,399.763,0.742914","305.81,397.17,0.69924","308.419,385.432,0.567536",
"355.45,94.4308,0.766807","338.464,125.772,0.79449","313.692,120.606,0.718287","301.924,161.021,0.541388","326.715,133.622,0.592411","363.241,129.658,0.787772","390.652,153.212,0.228423","0,0,0","337.142,223.664,0.656664","318.863,223.643,0.663136","317.575,305.828,0.781258","307.188,380.251,0.801735","351.558,224.937,0.635611","359.349,300.629,0.807833","350.224,369.764,0.860363","350.182,87.8821,0.8909","359.302,87.9155,0.608484","334.562,87.8598,0.795236","0,0,0","369.749,380.265,0.719685","369.753,377.625,0.710598","346.275,373.712,0.71434","313.663,399.773,0.761212","305.804,397.185,0.708953","307.172,384.153,0.567085",
"355.449,94.4328,0.767035","338.471,125.781,0.784837","316.262,120.594,0.740363","303.249,161.02,0.606297","326.724,133.619,0.620071","361.96,129.702,0.758734","381.551,162.302,0.136576","0,0,0","337.129,223.669,0.65251","318.874,223.649,0.661865","317.587,305.841,0.788892","307.193,380.266,0.805958","351.514,224.943,0.644018","359.334,300.61,0.807676","350.215,369.759,0.863722","350.181,87.8819,0.893561","359.307,87.9182,0.627011","334.544,87.8564,0.797901","0,0,0","368.472,380.242,0.727012","369.735,377.614,0.727258","346.272,373.717,0.723563","313.667,399.764,0.752245","305.809,397.175,0.707516","307.168,384.168,0.573128",
"355.453,93.1664,0.762422","339.749,123.16,0.771152","317.537,120.568,0.7509","304.518,160.994,0.613799","326.735,132.335,0.592812","363.29,128.373,0.708541","390.68,153.204,0.128451","0,0,0","338.459,223.62,0.668694","320.203,222.348,0.630767","317.591,304.54,0.782552","307.184,380.243,0.800955","354.125,223.648,0.608413","359.345,300.609,0.807267","350.215,369.75,0.860683","350.182,87.8811,0.888678","359.3,87.9136,0.591103","334.547,86.6414,0.789849","0,0,0","368.457,380.27,0.730562","369.73,378.872,0.738175","346.275,373.702,0.723476","313.659,399.765,0.750943","305.798,397.172,0.702596","307.164,384.137,0.570006",
"411.51,110.071,0.893798","459.826,133.599,0.735833","485.983,131.034,0.738783","495.063,214.506,0.0697576","0,0,0","431.087,134.932,0.733027","408.905,224.919,0.796314","381.568,177.963,0.750406","474.141,301.941,0.491267","496.419,299.33,0.445398","505.423,411.585,0.739368","534.183,476.84,0.0969092","446.797,304.539,0.46606","401.126,418.046,0.715475","390.629,476.838,0.0580428","0,0,0","411.509,99.6858,0.893165","0,0,0","427.212,91.8681,0.815529","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"355.43,94.4366,0.719887","339.733,128.347,0.717414","317.561,123.184,0.619333","307.153,161.007,0.415104","328.021,129.674,0.36753","361.993,129.68,0.67648","380.231,171.455,0.214463","394.571,192.319,0.0873906","338.462,223.652,0.609015","320.241,223.653,0.586039","317.609,305.869,0.780854","308.406,381.5,0.786717","354.12,223.652,0.545015","359.397,298.065,0.79291","350.229,368.457,0.812302","350.178,87.8852,0.857676","358.045,87.925,0.443534","334.557,86.6128,0.734319","0,0,0","368.471,380.212,0.693166","369.767,376.324,0.678735","346.298,372.425,0.70764","313.693,399.783,0.740206","305.836,397.21,0.699802","307.189,385.443,0.580758",
"412.861,108.804,0.879864","463.751,132.304,0.799519","492.45,131.017,0.727356","0,0,0","0,0,0","433.757,132.33,0.778173","420.64,224.982,0.802435","392.033,180.58,0.786958","478.075,300.628,0.471387","504.185,298.03,0.435178","505.522,414.182,0.71619","534.208,476.841,0.0792821","454.566,303.229,0.473273","405.03,419.356,0.675876","0,0,0","0,0,0","412.856,98.4019,0.90207","0,0,0","432.409,90.543,0.907575","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"356.708,93.1439,0.756196","338.517,121.853,0.768487","316.306,120.533,0.734708","304.521,161.017,0.533108","326.687,134.899,0.567484","361.978,124.474,0.667273","368.46,171.429,0.0508455","0,0,0","338.417,223.598,0.637414","318.916,222.348,0.626906","317.6,307.098,0.799705","307.196,381.51,0.812512","354.11,223.615,0.591081","359.365,298.065,0.811548","350.205,368.487,0.844513","350.192,87.8759,0.888852","359.279,87.898,0.500693","334.553,86.6094,0.781238","0,0,0","365.888,380.239,0.72957","369.723,377.584,0.718943","345.008,372.438,0.717617","313.679,399.783,0.770561","305.822,397.209,0.713657","307.164,385.457,0.581336",
"355.452,93.1556,0.753861","338.521,121.863,0.770817","316.296,120.538,0.741828","305.807,161.012,0.570596","326.707,133.61,0.568809","361.993,124.486,0.666534","368.451,170.136,0.0524847","0,0,0","338.452,223.615,0.644661","318.94,223.607,0.62154","317.594,305.864,0.799312","307.199,381.502,0.806336","355.428,223.628,0.585195","359.377,298.073,0.812506","350.205,368.482,0.842892","350.187,87.8767,0.884587","359.274,87.9028,0.506375","334.556,86.6144,0.781436","0,0,0","365.876,380.247,0.724117","369.723,377.587,0.71204","345.001,372.439,0.715197","313.684,399.791,0.759374","305.819,398.465,0.70325","307.172,385.438,0.574659",
"428.512,130.964,0.864008","465.069,149.263,0.75993","454.618,150.6,0.668233","455.9,224.95,0.672258","421.988,188.424,0.614354","475.486,144.032,0.823976","485.971,217.103,0.817863","442.912,183.195,0.771387","485.894,287.603,0.570529","489.832,287.611,0.38578","496.382,385.442,0.771285","531.598,459.835,0.637677","483.289,290.175,0.489054","427.193,381.58,0.662344","411.561,476.819,0.63415","0,0,0","431.144,120.521,0.925988","0,0,0","453.347,110.113,0.965041","402.369,476.807,0.123032","402.416,476.836,0.166156","411.502,476.832,0.387553","530.313,476.802,0.177048","534.194,476.81,0.205757","538.128,463.763,0.599279",
"431.139,129.654,0.902903","468.985,149.227,0.733892","457.24,150.598,0.645731","463.753,223.586,0.616713","431.103,183.194,0.567077","482.023,142.743,0.778465","493.747,214.559,0.832939","451.969,180.56,0.763672","485.906,291.481,0.598177","484.637,291.484,0.429591","496.422,384.146,0.768077","535.458,463.76,0.68639","485.912,292.805,0.546932","432.474,382.86,0.720912","412.875,476.821,0.6108","431.115,120.582,0.0731439","432.457,119.236,0.937638","0,0,0","454.616,108.817,0.941375","402.38,476.809,0.118096","403.705,476.839,0.160572","411.577,476.833,0.369559","532.914,476.807,0.167463","535.505,476.818,0.206374","539.42,466.34,0.579739",
"432.478,127.088,0.888681","475.436,145.326,0.76003","463.777,149.278,0.653223","465.094,222.318,0.63162","442.796,192.323,0.556978","484.66,141.377,0.845071","495.061,213.203,0.86564","454.595,179.265,0.79728","487.207,287.606,0.570271","485.938,287.597,0.415585","496.365,385.425,0.786578","534.198,463.743,0.660098","485.966,290.206,0.536641","436.355,382.816,0.667239","414.146,476.823,0.607515","432.403,117.97,0.101066","435.018,117.901,0.870221","0,0,0","457.229,107.518,0.864027","403.698,476.823,0.0969236","405.017,476.845,0.135802","412.834,476.835,0.368449","534.217,476.802,0.174803","536.803,476.814,0.209759","538.173,466.335,0.570031",
"356.708,95.7309,0.755592","337.186,125.79,0.725952","313.666,121.879,0.642499","305.865,162.281,0.208773","324.131,136.217,0.306647","360.673,129.651,0.735743","390.651,150.597,0.393359","391.988,149.268,0.1547","334.528,224.956,0.638328","317.578,224.944,0.641437","317.566,307.125,0.788932","307.194,381.555,0.804778","350.22,224.958,0.662211","359.354,299.318,0.811587","350.197,369.724,0.856948","350.196,87.8995,0.891932","359.285,87.9568,0.499508","334.536,87.8787,0.792984","0,0,0","368.447,380.179,0.75727","369.738,375.029,0.73139","345.002,373.704,0.742056","313.669,399.797,0.768371","305.821,398.478,0.709338","307.165,388.028,0.598465",
"355.456,95.7269,0.752883","337.173,125.762,0.699136","313.686,121.858,0.604248","307.168,161.003,0.254974","327.995,129.691,0.359554","360.659,129.623,0.741558","389.379,150.554,0.506849","392.006,146.65,0.132694","333.239,224.925,0.648703","317.588,224.928,0.644647","317.593,307.15,0.821496","307.198,381.54,0.810866","350.161,224.918,0.673454","359.342,299.355,0.812649","350.184,369.73,0.862856","350.185,87.8925,0.895355","359.287,87.9419,0.49962","334.528,86.6353,0.79249","0,0,0","368.449,380.182,0.767531","369.732,376.29,0.72931","344.976,373.706,0.738362","313.678,399.774,0.764026","305.825,397.197,0.709443","307.159,386.745,0.595779",
"438.921,129.687,0.866988","484.574,147.954,0.727762","475.464,150.553,0.663897","465.005,225.003,0.814919","441.524,193.618,0.712707","493.709,142.725,0.797086","493.719,214.523,0.843665","450.683,185.774,0.767821","492.448,290.196,0.586695","489.827,288.91,0.438481","493.731,386.741,0.759861","532.889,462.424,0.551385","492.44,292.799,0.576485","441.558,381.546,0.721627","414.201,476.821,0.640529","433.768,120.564,0.0611303","442.786,119.232,0.921725","0,0,0","463.762,108.816,0.961919","403.693,476.816,0.109842","405.002,476.841,0.157901","412.882,476.832,0.405985","539.434,476.791,0.159668","536.801,476.818,0.183323","539.417,465.048,0.459656",
"440.219,130.995,0.881044","485.908,150.609,0.757407","476.826,151.915,0.660786","462.433,230.145,0.775752","438.938,198.822,0.619976","494.993,149.244,0.803865","487.259,218.445,0.798497","444.139,192.367,0.82097","493.767,294.102,0.600093","495.044,294.1,0.45122","493.753,386.727,0.780681","535.476,465.011,0.501892","492.434,295.408,0.578579","435.029,382.855,0.704552","416.744,476.82,0.595599","435.075,123.156,0.0992178","442.847,120.556,0.958149","0,0,0","465.027,110.167,0.969788","406.324,476.826,0.0921396","407.642,476.845,0.136045","414.175,476.833,0.387749","544.619,466.402,0.170391","0,0,0","540.731,465.074,0.40927",
"438.936,131,0.875489","485.888,150.606,0.708708","478.119,150.557,0.599406","463.733,230.173,0.72207","441.541,204.053,0.562704","491.136,151.817,0.78869","488.514,223.616,0.832034","442.843,198.843,0.734525","495.053,295.384,0.602023","500.276,295.393,0.469278","495.015,382.874,0.787757","527.74,453.33,0.594954","488.558,296.678,0.571876","432.401,381.495,0.729268","418.051,476.823,0.494615","436.326,121.899,0.0856965","442.834,120.565,0.956776","0,0,0","465.039,111.454,0.92949","407.636,476.819,0.0757578","411.52,476.847,0.111783","414.196,476.834,0.323119","543.341,466.372,0.211288","0,0,0","538.154,461.13,0.458642",
"356.703,94.4594,0.761963","338.436,127.051,0.765202","314.992,121.869,0.693789","305.828,161.035,0.366891","326.674,134.908,0.510889","360.706,129.654,0.793208","393.294,151.837,0.533198","405.026,149.25,0.0920581","333.247,224.946,0.649394","317.596,224.937,0.654199","317.591,307.118,0.797488","307.197,381.536,0.80351","350.166,224.953,0.674888","359.346,299.306,0.819299","350.202,368.506,0.84778","350.188,87.9024,0.900468","359.283,87.9476,0.558342","334.572,87.9036,0.823675","0,0,0","368.456,380.205,0.754218","369.748,376.313,0.730699","345.004,373.704,0.730503","313.673,399.79,0.75853","305.819,398.467,0.701781","307.165,386.747,0.585998",
"355.431,94.4678,0.754014","338.404,127.065,0.73945","313.663,121.869,0.639583","307.129,161.026,0.302336","326.699,133.591,0.424446","360.694,129.678,0.785303","394.603,151.847,0.506397","421.997,155.773,0.147768","333.264,224.94,0.652272","317.595,224.929,0.658107","317.583,307.114,0.80357","307.208,381.544,0.806033","350.192,224.945,0.67982","359.347,299.329,0.815089","350.201,369.74,0.860175","350.176,87.8917,0.892753","359.273,87.9431,0.532546","334.544,87.8703,0.800555","0,0,0","368.485,380.22,0.765185","369.75,377.588,0.738127","344.998,373.723,0.735404","313.662,399.796,0.762684","305.81,398.47,0.706187","307.185,386.75,0.5869",
