Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"1236.63,303.692,0.834197","1336.76,362.516,0.638253","1286.77,389.049,0.566805","1257.21,503.696,0.553584","1213.26,389.018,0.599918","1383.79,339.01,0.630664","1263.21,338.885,0.581837","1186.64,338.905,0.417541","1345.51,656.879,0.531741","1304.42,656.827,0.529901","1280.91,880.518,0.737282","1286.68,1074.88,0.373105","1378.03,662.695,0.511506","1375.01,909.993,0.790882","0,0,0","0,0,0","1242.59,288.834,0.838842","0,0,0","1304.23,274.237,0.842388","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1292.56,1074.9,0.159261",
"1236.76,300.687,0.722926","1348.53,339.068,0.527661","1333.78,365.434,0.29835","1324.94,486.156,0.0767972","0,0,0","1351.48,318.288,0.601054","1245.49,324.259,0.655092","1145.42,315.503,0.431411","1351.48,653.887,0.487904","1324.97,653.888,0.393839","1283.74,877.611,0.714878","1289.61,1074.88,0.353223","1375.03,656.833,0.476235","1374.98,910.018,0.763264","1451.52,1074.9,0.0547424","1236.57,291.977,0.0824558","1248.42,288.923,0.789335","0,0,0","1301.36,277.197,0.768998","0,0,0","0,0,0","0,0,0","1295.52,1074.9,0.066519","1298.46,1074.92,0.0567965","1295.51,1074.9,0.141322",
"1236.6,294.858,0.73476","1348.53,333.081,0.449788","1369.06,347.812,0.224585","1345.57,486.137,0.0569967","0,0,0","1330.97,315.348,0.634778","1166.03,318.418,0.733982","1033.58,306.595,0.658624","1354.43,656.87,0.433859","1330.86,659.799,0.283682","1289.65,880.621,0.649551","1289.6,1074.89,0.146682","1366.18,665.619,0.412385","1377.83,918.828,0.76611","0,0,0","0,0,0","1239.73,283.008,0.772518","0,0,0","1289.64,277.239,0.76921","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"1236.59,297.842,0.724133","1342.64,336.047,0.453036","1339.68,350.738,0.233646","1336.73,483.22,0.0529191","0,0,0","1330.93,315.541,0.653373","1171.98,324.3,0.493262","1077.72,318.308,0.512561","1357.34,651.005,0.444966","1333.82,656.862,0.269426","1301.3,883.538,0.634304","1292.63,1074.9,0.0910579","1363.2,656.853,0.428861","1377.86,921.737,0.778637","0,0,0","0,0,0","1239.66,288.943,0.795991","0,0,0","1286.7,285.964,0.820327","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"1236.54,315.398,0.820823","1339.7,336.039,0.509336","1330.84,350.778,0.319973","0,0,0","0,0,0","1339.69,315.459,0.707927","1260.11,342.093,0.776258","1163.18,341.971,0.714951","1351.42,647.996,0.475169","1327.94,650.959,0.365121","1298.41,877.585,0.65048","1298.43,1074.89,0.135084","1369.09,648.056,0.437855","1375.06,909.976,0.752595","1451.6,1074.9,0.0502471","0,0,0","1236.83,294.917,0.870582","0,0,0","1286.66,288.959,0.850628","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"1230.83,318.517,0.898421","1336.76,341.926,0.537196","1322.05,353.701,0.314123","1210.09,397.783,0.14951","1142.56,362.43,0.197742","1351.53,330.128,0.684946","1216.12,380.105,0.706087","1130.69,359.507,0.691549","1342.58,651,0.513018","1310.23,653.902,0.468301","1295.48,874.676,0.678522","1298.44,1074.89,0.148881","1372,653.876,0.487404","1374.97,906.973,0.755563","0,0,0","0,0,0","1236.6,297.835,0.917785","0,0,0","1283.91,294.7,0.892084","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"1227.81,318.468,0.875096","1345.52,344.921,0.509252","1324.96,359.57,0.330814","1254.36,433.104,0.268188","1183.72,383.133,0.315351","1354.44,338.961,0.699013","1260.21,406.67,0.743982","1169.03,371.431,0.689728","1339.73,659.771,0.512123","1310.25,659.806,0.461875","1298.46,880.559,0.707657","1295.53,1074.89,0.154534","1369.11,659.793,0.485329","1374.87,912.866,0.765177","0,0,0","0,0,0","1233.81,297.742,0.928375","0,0,0","1283.92,291.868,0.909553","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"1227.83,315.395,0.859394","1339.68,344.938,0.501562","1307.38,362.546,0.326685","0,0,0","0,0,0","1357.36,338.977,0.688539","1304.44,436.212,0.824178","1195.52,383.15,0.760188","1339.71,662.765,0.489193","1307.34,665.613,0.44941","1292.55,880.51,0.643685","1295.55,1074.89,0.221981","1372.09,665.635,0.467924","1372.1,912.941,0.740477","0,0,0","0,0,0","1233.79,291.897,0.951582","0,0,0","1283.88,291.752,0.915549","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1304.24,1074.91,0.0709413",
"1230.74,315.382,0.846844","1333.82,353.732,0.671143","1304.36,368.425,0.580173","1280.84,471.45,0.221773","1216.15,412.493,0.483342","1371.96,338.899,0.734102","1330.9,462.588,0.85273","1230.74,389.1,0.835907","1333.79,662.69,0.526678","1304.26,656.855,0.482255","1283.85,883.482,0.676204","1295.49,1074.88,0.267202","1372.01,662.766,0.493436","1372.09,912.902,0.748646","0,0,0","0,0,0","1233.84,291.736,0.911735","0,0,0","1286.68,285.92,0.871073","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1301.43,1074.91,0.0950817",
"1230.75,306.591,0.826048","1336.72,359.471,0.685599","1304.34,365.582,0.557324","1292.56,483.138,0.213684","1236.65,412.64,0.452221","1377.85,341.839,0.793234","1354.27,480.161,0.8711","1239.71,389.104,0.716958","1330.97,665.606,0.571939","1301.35,659.784,0.522333","1283.69,880.486,0.76087","1289.7,1074.88,0.258731","1372.03,665.664,0.529785","1374.87,907.054,0.788511","0,0,0","1230.77,288.942,0.0633944","1236.71,283.062,0.860942","0,0,0","1295.55,274.186,0.864583","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1298.48,1074.91,0.0944403",
"1260.13,274.327,0.887193","1366.17,362.364,0.801885","1298.48,362.59,0.75586","1254.31,503.901,0.713137","1227.77,418.447,0.684971","1433.87,353.646,0.720797","1378.08,503.661,0.876143","1304.29,374.31,0.816193","1333.9,668.643,0.589428","1283.76,665.644,0.591939","1272,883.385,0.737231","1286.79,1074.88,0.344267","1392.61,671.57,0.558296","1398.65,909.914,0.784727","1466.21,1074.9,0.0552859","1260.12,253.694,0.228744","1280.67,253.651,0.878702","0,0,0","1345.61,253.646,0.83252","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1292.61,1074.9,0.140246",
"1263.24,277.136,0.835605","1369.11,359.474,0.808419","1295.49,356.619,0.736934","1233.76,477.359,0.848343","1213.08,427.314,0.819784","1442.6,356.577,0.734526","1380.91,497.896,0.834764","1307.27,371.395,0.830717","1331,668.577,0.620988","1280.9,662.687,0.615539","1269.09,880.592,0.734374","1286.77,1074.88,0.327934","1386.8,671.537,0.566589","1401.37,910.008,0.770104","0,0,0","1263.15,259.456,0.26467","1283.65,256.535,0.888763","0,0,0","1351.4,253.651,0.881449","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1292.58,1074.9,0.13033",
"1271.93,277.187,0.829343","1374.95,356.657,0.850414","1304.34,359.491,0.74258","1221.98,433.111,0.524673","1189.56,433.1,0.451747","1445.56,356.571,0.750642","1381,500.832,0.839168","1310.36,374.247,0.798622","1333.79,665.614,0.622101","1280.92,656.807,0.621509","1263.15,880.568,0.782067","1292.54,1074.88,0.302181","1392.59,668.584,0.586302","1398.65,904.033,0.777554","0,0,0","1268.99,259.535,0.238704","1283.88,259.482,0.868671","0,0,0","1351.52,253.663,0.886398","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1298.51,1074.91,0.120813",
"1274.89,280.16,0.815369","1369.13,359.616,0.826059","1289.62,362.488,0.756857","1171.89,406.612,0.833754","1115.84,353.651,0.762185","1445.5,356.667,0.749271","1380.94,503.652,0.857743","1319.12,374.342,0.78145","1336.74,668.62,0.611898","1283.76,662.736,0.616852","1260.34,880.579,0.789333","1286.8,1074.88,0.332312","1395.55,671.587,0.589292","1398.56,904.152,0.76206","0,0,0","1274.92,262.467,0.197336","1286.72,265.273,0.861156","0,0,0","1354.42,256.556,0.882376","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1292.63,1074.9,0.13424",
"1277.86,285.964,0.843283","1363.26,359.625,0.801888","1280.77,359.511,0.676831","1157.16,362.637,0.568917","1065.91,338.975,0.366237","1445.69,362.411,0.779296","1378.04,503.749,0.886838","1322,371.375,0.774966","1333.9,668.654,0.616168","1283.71,662.718,0.624226","1260.23,877.616,0.771343","1286.69,1074.87,0.42255","1392.68,674.473,0.573409","1398.57,906.976,0.764627","0,0,0","1277.77,268.198,0.26036","1289.68,268.176,0.876226","0,0,0","1357.38,265.301,0.871446","0,0,0","0,0,0","0,0,0","1289.63,1074.9,0.0869188","1286.73,1074.92,0.0719346","1292.62,1074.9,0.186008",
"1280.7,288.887,0.875359","1372.01,356.678,0.818216","1283.83,344.814,0.716207","1154.21,342.059,0.78944","1024.66,318.502,0.811202","1448.65,362.624,0.777142","1378.08,503.867,0.892215","1321.96,368.415,0.77084","1339.66,668.635,0.600239","1283.78,662.716,0.622655","1260.21,877.542,0.759309","1286.68,1074.88,0.378526","1398.41,671.631,0.584869","1398.54,906.919,0.771479","0,0,0","1280.72,265.454,0.183555","1292.61,268.191,0.878844","0,0,0","1360.31,268.221,0.889589","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1292.59,1074.9,0.160899",
"1280.89,283.08,0.865223","1374.95,359.56,0.869231","1286.68,342.036,0.750624","1160.1,353.656,0.764631","1024.83,324.254,0.725037","1457.39,365.528,0.752701","1380.83,506.621,0.880065","1324.91,365.57,0.781327","1336.69,671.602,0.584708","1280.93,665.696,0.60548","1260.24,880.519,0.745727","1286.65,1074.87,0.408861","1395.61,680.364,0.559217","1401.56,907.023,0.736941","1469.03,1074.9,0.055598","1280.81,265.307,0.18949","1298.48,265.403,0.87616","0,0,0","1363.23,268.183,0.87368","0,0,0","0,0,0","0,0,0","1295.51,1074.89,0.0929303","1286.75,1074.92,0.0743883","1292.59,1074.9,0.182653",
"1280.94,274.331,0.902441","1374.96,362.404,0.890763","1283.81,344.912,0.760542","1160.07,365.637,0.811045","1051.2,342.062,0.723156","1460.35,368.367,0.738315","1380.92,506.786,0.855967","1330.77,380.206,0.809167","1333.87,671.637,0.580649","1280.86,668.538,0.594165","1260.24,880.497,0.766348","1283.91,1074.87,0.425752","1395.6,680.387,0.56225","1401.54,906.961,0.761881","1469.09,1074.9,0.0571456","1280.85,256.603,0.365774","1301.45,256.615,0.876009","0,0,0","1366.19,262.381,0.817323","0,0,0","0,0,0","0,0,0","1292.61,1074.89,0.0967954","1286.75,1074.92,0.0780738","1292.62,1074.9,0.192133",
"1280.94,274.311,0.903032","1374.84,362.502,0.883339","1283.71,353.652,0.7646","1168.98,394.883,0.822164","1080.68,365.499,0.768753","1460.37,368.37,0.740597","1380.88,509.629,0.850871","1327.99,371.399,0.816373","1330.98,671.627,0.587385","1280.75,668.543,0.578522","1263.15,883.558,0.709675","1283.92,1074.88,0.27865","1392.67,680.375,0.542692","1401.57,906.946,0.736031","1469.13,1074.9,0.0544443","1280.89,259.476,0.392544","1301.46,253.7,0.882464","0,0,0","1371.97,262.406,0.82585","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1289.7,1074.9,0.106569",
"1283.65,277.23,0.892092","1374.9,362.486,0.888239","1283.87,356.623,0.761929","1186.72,427.232,0.869467","1115.99,386.113,0.809363","1457.45,365.557,0.74415","1380.83,509.654,0.850485","1327.91,368.439,0.830243","1330.88,671.52,0.61593","1280.68,662.692,0.579238","1263.13,880.557,0.777774","1286.68,1074.88,0.366614","1389.68,677.452,0.558453","1401.59,906.987,0.701729","0,0,0","1280.9,262.472,0.379273","1304.2,256.531,0.883494","0,0,0","1372,259.502,0.824563","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","1292.55,1074.9,0.155997",
