Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background
"369.792,108.746,0.568553","412.862,138.812,0.753739","399.768,142.724,0.58764","378.909,194.938,0.394798","335.835,181.846,0.66627","428.513,131.034,0.755278","391.924,205.41,0.756436","373.706,153.173,0.637687","445.501,304.531,0.515438","459.826,301.918,0.398219","454.64,424.62,0.757486","0,0,0","437.635,305.854,0.490178","380.243,428.499,0.548579","0,0,0","0,0,0","371.064,99.6604,0.634419","0,0,0","388.055,97.0123,0.831674","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"371.139,110.099,0.675354","412.841,134.892,0.666324","391.985,138.797,0.475911","389.335,214.488,0.139234","360.634,185.818,0.319277","432.374,131.041,0.765566","391.998,206.691,0.747818","373.702,150.556,0.700604","445.474,295.388,0.433375","454.602,295.391,0.310186","454.598,415.452,0.63967","500.291,476.837,0.0957048","441.545,295.412,0.438684","386.74,407.643,0.553082","0,0,0","0,0,0","371.121,100.989,0.70553","0,0,0","386.748,97.0227,0.83839","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"369.801,108.763,0.678473","414.204,140.064,0.75884","401.13,145.323,0.623352","380.176,196.227,0.614298","331.931,171.383,0.745981","431.135,131.042,0.784937","391.992,210.594,0.749497","376.308,151.874,0.657144","449.404,303.238,0.485413","462.422,300.625,0.394454","458.509,421.991,0.719358","0,0,0","440.261,305.839,0.456897","382.837,424.587,0.528565","0,0,0","0,0,0","369.819,99.6354,0.710856","0,0,0","388.037,97.0224,0.845628","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"380.154,114.013,0.730279","420.695,137.533,0.665861","411.523,140.146,0.531297","377.604,197.558,0.517979","337.188,172.796,0.767107","431.08,132.306,0.732551","390.676,211.913,0.789601","372.373,154.506,0.751673","453.285,300.628,0.486565","465.058,298.006,0.412095","465.076,420.644,0.697611","505.541,476.841,0.0786288","441.567,304.541,0.453746","386.77,420.691,0.565051","0,0,0","0,0,0","378.93,104.871,0.727177","0,0,0","391.989,95.7557,0.877117","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"381.501,116.623,0.78002","429.787,133.616,0.541296","423.298,134.923,0.357338","0,0,0","0,0,0","431.125,133.583,0.724898","389.326,215.786,0.794267","371.085,161.004,0.699837","454.653,300.642,0.466089","471.562,298.027,0.40768","475.503,423.328,0.764545","0,0,0","442.862,304.534,0.438505","390.618,415.451,0.636123","0,0,0","0,0,0","381.471,107.472,0.853235","0,0,0","394.601,97.0428,0.84915","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"388.022,119.181,0.781522","438.932,131.05,0.650083","449.375,129.663,0.538998","0,0,0","0,0,0","429.784,134.927,0.703386","388.067,222.353,0.793831","371.036,171.392,0.770135","462.412,305.852,0.495417","476.821,303.247,0.414152","484.607,432.401,0.792154","0,0,0","444.201,307.17,0.469425","389.383,424.588,0.65703","0,0,0","0,0,0","382.872,107.459,0.806029","0,0,0","401.088,97.0443,0.897488","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"389.362,119.25,0.653944","441.573,133.61,0.655019","453.281,131.048,0.578055","450.686,209.285,0.0670846","0,0,0","429.832,134.915,0.706837","389.374,223.634,0.817093","371.059,170.106,0.685487","465.086,299.329,0.465937","484.589,296.726,0.432998","484.674,424.62,0.763456","515.865,476.836,0.0937507","450.666,301.945,0.417759","391.975,420.662,0.523976","380.185,476.835,0.0876434","0,0,0","389.336,108.781,0.696307","0,0,0","402.419,97.0713,0.869256","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"355.409,95.753,0.685664","338.414,129.668,0.4332","309.775,127.09,0.367929","0,0,0","0,0,0","361.959,130.961,0.539088","0,0,0","0,0,0","337.189,221.035,0.59148","317.639,221.01,0.580963","317.559,305.838,0.77615","308.407,380.258,0.78705","355.424,222.331,0.577728","359.356,299.338,0.806927","350.215,369.748,0.849609","350.202,87.8881,0.866519","358.052,87.8848,0.233399","331.951,86.5791,0.704189","0,0,0","369.753,380.267,0.695505","369.795,377.602,0.693344","346.276,373.706,0.711787","312.396,399.779,0.710452","305.806,397.172,0.66588","308.424,384.13,0.566229",
"243.197,119.233,0.857116","192.296,137.501,0.730904","177.948,131.002,0.740685","192.371,226.242,0.81123","240.619,193.668,0.712699","206.672,141.434,0.665541","215.805,213.209,0.192844","213.228,209.275,0.0582961","171.415,300.625,0.601728","153.178,305.833,0.528291","162.371,420.667,0.670487","0,0,0","187.09,297.997,0.562292","218.421,389.361,0.728891","190.988,476.809,0.691036","244.569,108.761,0.896214","0,0,0","232.729,97.021,0.876463","0,0,0","0,0,0","0,0,0","185.784,476.82,0.418461","0,0,0","0,0,0","0,0,0",
"244.44,120.535,0.840675","193.622,140.168,0.760307","175.34,136.23,0.702613","184.482,227.57,0.790031","243.203,192.298,0.473961","213.214,144.066,0.664562","251.049,171.416,0.249891","297.999,158.367,0.453112","171.465,305.854,0.638369","155.778,308.446,0.554443","171.404,421.989,0.687164","0,0,0","187.097,303.226,0.571476","214.563,394.589,0.726982","185.822,476.813,0.39279","244.571,108.844,0.89181","0,0,0","231.464,98.3896,0.908738","0,0,0","0,0,0","0,0,0","183.159,476.82,0.214902","0,0,0","0,0,0","0,0,0",
"244.459,120.535,0.852503","192.367,141.417,0.731768","175.354,140.136,0.726166","180.546,232.778,0.769337","232.792,202.748,0.674138","211.878,142.754,0.605478","213.234,205.387,0.155129","256.275,172.718,0.179413","172.716,301.931,0.547785","158.389,305.836,0.494528","172.749,403.744,0.60611","155.779,476.831,0.072942","187.119,299.316,0.486378","213.17,393.262,0.706221","184.512,476.817,0.338079","245.769,108.855,0.896139","0,0,0","230.181,98.421,0.894775","0,0,0","0,0,0","0,0,0","183.15,476.833,0.151332","0,0,0","0,0,0","0,0,0",
"244.478,120.575,0.843077","193.623,142.729,0.763562","175.376,141.432,0.734077","180.527,234.034,0.81201","234.058,198.848,0.579554","213.147,145.323,0.697931","205.389,202.734,0.353452","247.134,174.085,0.241092","172.723,304.535,0.571505","160.967,307.122,0.514082","171.475,423.306,0.536984","0,0,0","184.522,301.946,0.504356","207.956,398.502,0.652718","187.093,476.81,0.419549","245.762,110.074,0.879194","0,0,0","232.722,99.6372,0.912936","0,0,0","0,0,0","0,0,0","183.2,476.822,0.228045","0,0,0","0,0,0","0,0,0",
"244.446,119.281,0.837614","193.636,141.422,0.710629","185.794,141.448,0.755979","179.245,234.108,0.810032","226.262,202.805,0.721473","202.791,141.398,0.554108","211.907,202.751,0.149394","265.404,161.011,0.344359","171.413,296.725,0.508616","163.623,298.014,0.494757","179.269,418.063,0.548124","159.668,476.832,0.0745161","180.541,296.737,0.385407","204.091,390.667,0.688805","185.78,476.791,0.521492","245.775,108.783,0.861014","0,0,0","234.007,98.3845,0.93869","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"243.161,119.21,0.820002","189.71,133.607,0.740187","202.792,140.17,0.818789","198.845,224.994,0.767325","241.917,194.968,0.719389","174.045,129.666,0.708516","171.437,202.745,0.0608897","227.551,189.695,0.137339","162.344,290.191,0.513604","171.475,295.407,0.548219","183.231,394.591,0.473976","161.039,476.815,0.155921","151.852,286.274,0.38091","189.715,390.673,0.35471","183.166,476.802,0.354383","244.536,107.518,0.86213","0,0,0","234.057,97.0388,0.926156","0,0,0","187.114,476.84,0.0523574","0,0,0","183.241,476.814,0.18105","0,0,0","0,0,0","0,0,0",
"240.619,116.659,0.716552","192.27,134.886,0.798203","221.036,140.132,0.787194","248.413,215.799,0.78906","275.884,176.681,0.701047","160.956,130.949,0.790645","0,0,0","0,0,0","161.039,290.182,0.492649","176.658,295.401,0.471247","190.994,407.621,0.672587","160.974,476.832,0.116811","142.758,286.262,0.435138","190.99,398.485,0.533188","180.556,476.804,0.249899","244.482,104.901,0.780586","0,0,0","232.795,94.4345,0.876733","0,0,0","191.022,476.815,0.052006","189.707,476.821,0.097082","183.214,476.82,0.128801","0,0,0","0,0,0","0,0,0",
"244.56,108.84,0.300527","193.632,136.224,0.733269","230.165,140.067,0.692342","273.221,192.324,0.236951","307.142,171.452,0.158978","159.682,131.04,0.629871","0,0,0","0,0,0","161.038,287.591,0.450095","174.044,291.5,0.434974","188.413,407.625,0.640707","161.009,476.835,0.0808564","145.355,284.952,0.352242","188.424,394.584,0.487429","189.703,442.878,0.0632069","245.766,99.6302,0.472335","0,0,0","231.48,93.1593,0.808006","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"243.218,110.089,0.66486","192.333,134.903,0.822101","232.739,140.138,0.773724","288.881,196.237,0.798267","316.244,171.463,0.667601","151.837,129.717,0.835413","0,0,0","0,0,0","160.951,287.598,0.517885","175.374,291.503,0.483894","185.783,411.546,0.693328","161.017,476.834,0.0811437","141.415,286.263,0.455965","183.203,399.775,0.550764","175.378,476.812,0.163703","244.493,99.6733,0.809346","0,0,0","228.875,95.7443,0.834463","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"240.584,108.779,0.425194","193.635,134.883,0.841371","237.996,140.165,0.776893","298.024,183.216,0.889987","329.317,170.138,0.760507","150.528,129.678,0.82246","140.077,190.997,0.382906","0,0,0","159.691,290.182,0.504356","177.969,295.405,0.462706","181.897,403.739,0.674764","160.964,476.828,0.132662","138.834,287.571,0.481533","179.263,394.576,0.58554","177.956,476.8,0.374903","240.591,98.4097,0.616434","0,0,0","224.958,94.4692,0.866854","0,0,0","189.71,476.811,0.079361","185.792,476.814,0.135423","180.58,476.81,0.205836","0,0,0","0,0,0","0,0,0",
"235.375,110.072,0.760938","187.087,132.309,0.804419","227.543,140.06,0.737207","288.879,183.181,0.853759","321.529,162.364,0.743588","147.95,129.655,0.783487","131.029,197.536,0.664377","0,0,0","158.379,290.19,0.514174","176.664,295.416,0.48926","179.273,411.487,0.719471","158.367,476.838,0.0871794","137.505,287.567,0.485889","172.708,402.402,0.682595","180.578,476.82,0.39784","235.408,99.6683,0.860112","0,0,0","223.577,95.7551,0.884542","0,0,0","0,0,0","0,0,0","181.873,476.83,0.230192","0,0,0","0,0,0","0,0,0",
"232.789,107.525,0.594428","181.929,130.991,0.887698","223.586,138.764,0.742486","287.526,184.484,0.84963","313.668,171.378,0.751505","141.386,128.334,0.800403","129.63,197.557,0.588149","0,0,0","155.786,290.195,0.495067","175.373,295.401,0.466962","172.789,406.332,0.671679","151.906,476.839,0.0931619","133.606,287.578,0.471263","172.761,402.431,0.605889","180.586,476.827,0.302313","234.009,98.3439,0.768539","0,0,0","217.136,91.8399,0.849579","0,0,0","0,0,0","0,0,0","181.88,476.839,0.149857","0,0,0","0,0,0","0,0,0",
"232.719,102.291,0.185655","179.279,131.01,0.822724","219.739,137.491,0.710196","284.96,185.774,0.744501","308.513,171.482,0.658165","140.081,128.37,0.770293","0,0,0","0,0,0","155.766,286.296,0.463977","174.06,290.186,0.419001","171.489,410.223,0.608478","151.88,476.833,0.0975261","133.604,283.668,0.416203","175.383,398.503,0.45975","180.593,476.827,0.250712","228.877,95.767,0.378791","0,0,0","214.53,90.5689,0.862686","0,0,0","0,0,0","0,0,0","181.843,476.841,0.111985","0,0,0","0,0,0","0,0,0",
"224.914,108.846,0.74718","174.101,131.001,0.826754","215.792,134.923,0.725839","278.419,192.323,0.873518","304.516,174.098,0.746585","134.922,129.642,0.757936","121.885,202.756,0.156257","0,0,0","154.463,287.588,0.502654","172.713,292.796,0.46527","170.122,412.864,0.602749","0,0,0","134.911,284.953,0.4299","180.562,394.567,0.500807","181.821,476.833,0.167835","224.997,98.4151,0.819638","0,0,0","213.194,90.5257,0.937379","0,0,0","0,0,0","0,0,0","183.138,476.846,0.0550014","0,0,0","0,0,0","0,0,0",
"218.397,108.802,0.610216","171.436,131.021,0.867469","210.588,136.188,0.730263","266.728,197.548,0.829583","295.431,183.151,0.818899","132.273,129.67,0.814451","120.558,204.052,0.151804","0,0,0","151.849,288.904,0.486927","168.843,295.395,0.464572","164.902,421.986,0.610178","0,0,0","132.275,286.268,0.407076","180.565,397.204,0.527903","180.57,476.832,0.135881","221.04,98.3849,0.753003","0,0,0","206.702,89.1888,0.876388","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0","0,0,0",
"214.499,108.746,0.57916","164.912,130.986,0.854828","202.736,132.33,0.748501","256.227,204.013,0.898873","283.656,184.478,0.780885","129.728,129.724,0.840571","0,0,0","0,0,0","149.235,294.094,0.491738","162.342,296.708,0.477586","163.617,414.157,0.446834","0,0,0","130.956,288.907,0.418318","176.671,401.079,0.441191","180.55,476.829,0.15597","215.824,97.0664,0.698335","0,0,0","204.083,87.9384,0.9462","0,0,0","0,0,0","0,0,0","181.901,476.842,0.0563411","0,0,0","0,0,0","0,0,0",
"213.195,108.741,0.797793","162.288,131.014,0.881555","193.684,132.313,0.759029","245.773,206.679,0.840691","275.775,185.829,0.774061","128.386,130.972,0.794209","0,0,0","0,0,0","142.772,290.182,0.483552","159.716,294.104,0.453901","160.985,412.865,0.514705","150.531,476.83,0.107547","127.078,287.554,0.404009","171.485,401.082,0.559206","176.68,476.809,0.51228","214.546,95.7601,0.828399","0,0,0","202.789,86.615,0.916812","0,0,0","183.218,476.849,0.0705879","0,0,0","174.094,476.822,0.287462","0,0,0","0,0,0","0,0,0",
"412.815,128.339,0.891116","463.741,141.477,0.765134","476.826,141.419,0.667906","465.054,201.45,0.0788362","423.322,196.256,0.134751","448.059,142.719,0.762982","411.562,205.403,0.853126","378.878,175.352,0.755637","485.955,279.763,0.59078","498.95,278.459,0.508603","484.595,372.433,0.719965","517.234,463.744,0.779016","475.497,282.361,0.570586","424.573,378.935,0.719607","419.352,459.829,0.167564","411.529,119.253,0.0798347","414.136,119.174,0.886153","0,0,0","435.085,108.839,0.89459","420.673,476.798,0.0622285","423.303,476.806,0.0793873","420.65,468.965,0.119153","506.801,476.817,0.150969","506.788,476.815,0.187153","523.779,466.371,0.503702",
"411.478,128.386,0.889589","457.214,144.02,0.693294","472.88,141.487,0.564622","432.44,193.645,0.101542","0,0,0","442.852,145.345,0.764489","384.15,192.302,0.835294","338.441,170.099,0.709949","484.649,284.959,0.584758","495.075,282.347,0.463766","484.643,381.538,0.727783","517.26,465.05,0.752158","475.531,286.298,0.551567","424.57,378.922,0.629801","420.653,476.801,0.2881","0,0,0","411.576,119.206,0.921252","0,0,0","433.704,110.075,0.956572","420.683,476.818,0.076379","424.596,476.827,0.105459","420.666,476.813,0.216793","506.802,476.818,0.152032","506.79,476.816,0.189098","523.78,470.279,0.470043",
"405.032,129.617,0.836699","453.313,144.059,0.672777","465.073,142.724,0.545741","468.945,222.335,0.0598896","0,0,0","440.244,144.057,0.715436","382.832,192.245,0.829697","337.183,163.638,0.694268","483.295,286.263,0.57085","493.771,283.664,0.479132","484.596,382.844,0.747211","517.309,465.054,0.739876","474.159,287.598,0.528585","423.288,378.919,0.729184","419.386,467.655,0.227697","0,0,0","408.931,117.963,0.858161","0,0,0","431.081,108.835,0.894673","421.982,476.802,0.0963992","423.303,476.81,0.123723","420.676,476.8,0.196616","505.494,476.809,0.190498","505.492,476.808,0.205264","526.34,468.964,0.501325",
"356.74,93.1542,0.752878","337.17,124.48,0.660598","318.856,123.146,0.58428","338.472,162.309,0.221552","378.912,184.49,0.297205","355.434,127.09,0.562615","365.878,162.3,0.148111","0,0,0","334.567,223.602,0.611863","318.867,222.347,0.616392","316.301,307.108,0.757374","307.189,380.25,0.780903","350.192,223.634,0.625365","359.379,299.329,0.815244","350.219,369.757,0.860795","350.2,87.8598,0.876253","359.271,87.8872,0.422606","333.264,86.6472,0.775821","0,0,0","367.182,380.229,0.739068","369.737,377.593,0.73395","346.271,373.722,0.748119","312.374,399.764,0.744249","304.541,397.175,0.692791","308.423,384.124,0.575214",
"401.071,124.454,0.859088","449.366,141.437,0.57969","453.304,140.084,0.433279","0,0,0","0,0,0","444.175,142.771,0.765526","402.387,204.054,0.888585","360.656,171.46,0.783395","478.075,286.245,0.54222","485.913,284.945,0.462557","483.297,381.512,0.756639","518.548,463.759,0.733735","474.138,286.296,0.520086","424.575,380.24,0.6358","423.276,476.812,0.301903","0,0,0","402.391,115.342,0.872922","0,0,0","423.339,108.736,0.911871","421.984,476.829,0.0779763","425.904,476.834,0.105392","423.285,476.821,0.214471","497.678,476.8,0.287854","501.577,476.791,0.280182","527.64,466.354,0.569047",
"397.205,127.067,0.808072","445.475,142.742,0.570144","442.841,142.73,0.426666","432.408,205.376,0.108868","403.695,192.332,0.192746","449.403,142.712,0.766569","431.075,214.484,0.771715","390.709,181.85,0.778061","476.794,284.938,0.583907","484.591,282.367,0.465961","483.337,381.505,0.762405","521.138,465.007,0.710994","474.163,286.248,0.589441","425.879,380.248,0.65363","424.597,476.819,0.446192","0,0,0","401.035,116.658,0.866639","0,0,0","421.919,108.74,0.912822","423.275,476.846,0.0747717","0,0,0","424.609,476.83,0.261936","504.169,476.8,0.222709","505.472,476.798,0.219025","527.711,466.402,0.585994",
"393.306,129.72,0.861066","441.548,150.58,0.768115","427.182,153.159,0.578042","393.26,213.203,0.838518","359.287,194.963,0.803088","454.617,146.663,0.783227","461.098,211.916,0.826607","411.59,193.65,0.75679","475.48,287.561,0.585985","478.094,286.283,0.406343","484.637,382.867,0.743874","521.15,465.023,0.7218","474.198,288.867,0.55649","423.326,382.817,0.659083","423.345,476.816,0.272712","0,0,0","397.185,119.25,0.863418","0,0,0","419.388,108.83,0.89687","423.293,476.838,0.0606912","0,0,0","423.349,476.825,0.187461","506.813,476.804,0.18226","506.782,476.805,0.20081","527.707,466.406,0.555357",
"392.01,131.042,0.871353","437.629,157.083,0.742615","419.363,162.323,0.698139","384.164,211.874,0.782764","350.236,194.958,0.701175","455.91,150.524,0.805939","479.382,204.021,0.838683","424.574,213.19,0.731779","476.776,287.574,0.607623","474.173,287.572,0.421724","485.923,381.549,0.773574","519.883,462.427,0.708854","479.384,287.622,0.569322","420.649,381.575,0.710809","423.321,476.821,0.161188","0,0,0","394.589,120.592,0.850965","0,0,0","418.082,110.155,0.874388","0,0,0","0,0,0","423.347,476.824,0.113736","508.119,476.803,0.192376","506.822,476.801,0.211104","527.697,465.029,0.606584",
"391.978,131.051,0.859452","436.338,153.216,0.686659","415.48,159.712,0.506151","423.295,224.969,0.133773","390.679,213.226,0.264711","455.911,150.584,0.746708","478.088,202.762,0.710372","433.685,210.599,0.622612","475.469,283.656,0.565242","474.187,283.665,0.365341","487.242,377.604,0.725832","518.571,457.236,0.666737","475.477,284.972,0.544617","416.764,381.495,0.696009","423.325,476.809,0.423714","390.657,125.749,0.061277","393.325,121.862,0.836988","0,0,0","416.744,111.439,0.84211","421.975,476.823,0.080479","425.895,476.837,0.119357","423.34,476.823,0.296751","512.02,476.813,0.184159","510.721,476.81,0.194644","527.65,463.703,0.572446",
"390.711,130.974,0.898021","433.763,151.856,0.824312","419.356,158.369,0.660636","402.387,215.832,0.840334","365.854,200.17,0.731151","451.958,147.946,0.759292","485.973,192.353,0.903716","433.781,222.286,0.696064","476.789,283.666,0.581608","483.298,283.643,0.398491","487.221,378.932,0.761149","521.147,459.824,0.716051","475.476,284.97,0.55315","416.767,380.192,0.698011","422.01,476.812,0.412516","390.592,124.454,0.079515","392.023,120.587,0.914586","0,0,0","412.922,111.451,0.889761","420.661,476.835,0.0777982","0,0,0","422.031,476.823,0.283467","508.114,476.803,0.189206","508.104,476.804,0.186755","527.663,463.754,0.680491",
"355.419,94.4669,0.772532","339.776,123.147,0.799408","317.594,120.524,0.791345","307.108,161.022,0.828116","326.707,136.209,0.725359","362,128.338,0.729199","380.26,158.408,0.343734","0,0,0","338.471,223.633,0.678594","320.241,223.614,0.632966","317.575,304.533,0.779784","307.201,380.246,0.797799","354.108,223.659,0.610143","359.352,299.354,0.809157","350.219,369.757,0.860862","350.165,87.9081,0.906729","359.289,87.937,0.634475","334.555,86.6395,0.80978","0,0,0","369.736,380.249,0.756889","369.773,377.618,0.748006","346.269,373.73,0.741106","313.654,398.51,0.733609","305.814,395.892,0.692937","307.179,382.878,0.582126",
"354.14,95.7433,0.746923","335.833,121.85,0.588494","318.857,120.558,0.595663","305.852,159.656,0.284767","324.106,144.06,0.199861","350.188,123.155,0.537413","359.319,151.882,0.0698288","0,0,0","334.572,223.627,0.620621","318.912,223.622,0.633298","317.574,305.845,0.801596","307.19,380.238,0.798399","348.945,223.653,0.635834","359.337,299.353,0.803281","350.216,369.752,0.858376","350.17,87.919,0.896154","358.045,87.9678,0.489368","334.565,86.6248,0.789141","0,0,0","368.499,380.231,0.753119","369.778,377.602,0.73931","346.274,373.723,0.74478","312.392,398.5,0.734414","305.802,395.882,0.695463","307.168,382.87,0.582956",
"354.13,94.4563,0.723239","338.498,120.571,0.641867","316.266,119.244,0.585364","300.63,153.168,0.0653819","343.685,166.214,0.0842381","361.977,123.191,0.54009","367.188,180.598,0.850923","320.205,160.963,0.773991","335.858,224.972,0.56911","318.843,224.956,0.571421","317.562,307.11,0.793552","307.191,380.249,0.791939","350.274,226.259,0.575307","359.344,299.347,0.808055","350.215,369.743,0.860303","350.164,87.9091,0.881114","358.043,87.9536,0.507517","334.573,86.636,0.783056","0,0,0","368.457,380.229,0.745356","369.76,377.583,0.739391","346.274,373.71,0.748984","313.655,398.511,0.728917","305.812,395.897,0.684627","307.168,384.133,0.57583",
